sno,TP123,TP12,TP1,TP2,TP3,TP1C,CL1,BY1,TOTAL,WR
1999.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2005.HK,3.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,10.0,60.0
2013.HK,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,33.33
2016.HK,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0
2025.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2038.HK,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,40.0
2039.HK,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,33.33
2111.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2128.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2155.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2157.HK,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
2158.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
2161.HK,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,50.0
2169.HK,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
2186.HK,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,33.33
2190.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2196.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0
2197.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
2198.HK,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0
2208.HK,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,6.0,66.67
2225.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0
2233.HK,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,9.0,44.44
2238.HK,3.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,13.0,38.46
2255.HK,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,83.33
2273.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
2283.HK,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
2285.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2299.HK,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,66.67
2302.HK,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
2314.HK,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,10.0,30.0
2339.HK,1.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,8.0,25.0
2342.HK,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,8.0,62.5
2343.HK,3.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,10.0,70.0
2356.HK,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,28.57
2357.HK,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,25.0
2360.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
2361.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
2362.HK,0.0,0.0,1.0,0.0,4.0,1.0,5.0,1.0,12.0,41.67
2368.HK,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0
2385.HK,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0
2386.HK,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0
2391.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2399.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,25.0
2411.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
2429.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
2477.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
2479.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2480.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2489.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
2490.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2518.HK,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0
2552.HK,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,25.0
2555.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2570.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2585.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2610.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2616.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2660.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2678.HK,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,6.0,50.0
2689.HK,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,33.33
2722.HK,0.0,3.0,0.0,0.0,0.0,1.0,5.0,1.0,10.0,30.0
2727.HK,1.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,10.0,50.0
2866.HK,0.0,2.0,0.0,0.0,1.0,2.0,4.0,1.0,10.0,30.0
2880.HK,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,9.0,33.33
2883.HK,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,50.0
3323.HK,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,7.0,71.43
3330.HK,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,6.0,50.0
3336.HK,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,60.0
3337.HK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,50.0
3339.HK,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,40.0
3369.HK,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,40.0
3382.HK,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,8.0,50.0
3396.HK,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,33.33
3600.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
3613.HK,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,33.33
3618.HK,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,8.0,62.5
3633.HK,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,25.0
3669.HK,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0
3677.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3681.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3698.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,33.33
3759.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3788.HK,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,50.0
3813.HK,0.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,9.0,55.56
3818.HK,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,6.0,33.33
3866.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3868.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3877.HK,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0
3896.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3898.HK,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,80.0
3899.HK,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,7.0,28.57
3918.HK,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
3931.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
3969.HK,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,5.0,20.0
3983.HK,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0
3996.HK,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,37.5
6055.HK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,50.0
6110.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0
6198.HK,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,66.67
6288.HK,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,50.0
6601.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6616.HK,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,75.0
6669.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
6808.HK,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,50.0
6865.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6868.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
6869.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
6889.HK,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,5.0,40.0
6896.HK,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,40.0
6929.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6993.HK,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,40.0
80737.HK,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,75.0
8137.HK,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,7.0,14.29
8279.HK,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,8.0,37.5
8299.HK,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,66.67
8603.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9638.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
9676.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
9690.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
9858.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
9879.HK,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
9898.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
9911.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
9913.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
9956.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
9996.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
,422.0,192.0,242.0,40.0,179.0,225.0,668.0,275.0,2243.0,47.93
